pl_hostname,pl_name,pl_disc,pl_kepflag,pl_locale,pl_discmethod,pl_facility,pl_pnum,pl_orbper,st_dist,st_age,pl_masse,pl_rade,pl_bmassj,pl_radj,pl_dens,st_mass,st_rad,st_dens
OGLE-TR-211,OGLE-TR-211 b,2007,0,Ground,Transit,OGLE,1,3.67724,1574.54,,327.351,15.244,1.03,1.36,,1.33,1.64,
OGLE2-TR-L9,OGLE2-TR-L9 b,2008,0,Ground,Transit,OGLE,1,2.4855335,1704.36,,1430.175,18.046,4.5,1.61,,1.52,1.53,
Oph 11,Oph 11 b,2006,0,Ground,Imaging,Gemini Observatory,1,7300000,125,5,4449.62,,14,,,0.02,,
PDS 70,PDS 70 b,2018,0,Ground,Imaging,Paranal Observatory,1,43500,113.43,0.005,2542.64,14.572,8,1.3,,0.76,1.26,
PH1,PH1 b,2012,1,Space,Transit,Kepler,1,138.317,1000,2,169,6.18,0.531,0.551,,1.53,1.73,0.293
PH2,PH2 b,2013,1,Space,Transit,Kepler,1,282.5255,346,,,10.12,,0.903,,0.94,1,1.3
POTS-1,POTS-1 b,2013,0,Ground,Transit,La Silla Observatory,1,3.1606296,1200,,734.16,10.548,2.31,0.941,,0.69,0.59,4.814
PSR B1257+12,PSR B1257+12 b,1994,0,Ground,Pulsar Timing,Arecibo Observatory,3,25.262,600,3,0.02,,0.00006,,,1.4,,
PSR B1257+12,PSR B1257+12 c,1992,0,Ground,Pulsar Timing,Arecibo Observatory,3,66.5419,600,3,4.3,,0.01353,,,1.4,,
PSR B1257+12,PSR B1257+12 d,1992,0,Ground,Pulsar Timing,Arecibo Observatory,3,98.2114,600,3,3.9,,0.01227,,,1.4,,
PSR B1620-26,PSR B1620-26 b,2003,0,Space,Pulsar Timing,Hubble Space Telescope,1,,,,794.575,,2.5,,,1.35,,
PSR J1719-1438,PSR J1719-1438 b,2011,0,Ground,Pulsar Timing,Parkes Observatory,1,0.09070629,1200,12.5,382.8,,1.2,,23,1.4,0.04,
PSR J2322-2650,PSR J2322-2650 b,2017,0,Ground,Pulsar Timing,Parkes Observatory,1,0.322964,230,,,,0.7949,,1.84,1.4,,
Pr0201,Pr0201 b,2012,0,Ground,Radial Velocity,Fred Lawrence Whipple Observatory,1,4.4264,181.54,,,,0.54,,,1.24,1.15,
Pr0211,Pr0211 b,2012,0,Ground,Radial Velocity,Fred Lawrence Whipple Observatory,2,2.1461,183.68,0.578,,,1.88,,,0.94,0.83,
Pr0211,Pr0211 c,2016,0,Ground,Radial Velocity,Roque de los Muchachos Observatory,2,4850,183.68,0.578,,,7.79,,,0.94,0.83,
Proxima Cen,Proxima Cen b,2016,0,Ground,Radial Velocity,European Southern Observatory,1,11.186,1.29,,,,0.004,,,0.12,0.14,
Qatar-1,Qatar-1 b,2010,0,Ground,Transit,Qatar,1,1.4200242,186.61,,411.27202,12.812,1.294,1.143,1.076,0.84,0.8,2.286
Qatar-10,Qatar-10 b,2019,0,Ground,Transit,Qatar,1,1.645321,539,3.2,233.92288,17.295,0.736,1.543,0.248,1.16,1.25,0.823
Qatar-2,Qatar-2 b,2011,0,Ground,Transit,Qatar,1,1.33711647,182.32,5,792.635,14.056,2.494,1.254,1.573,0.74,0.78,2.241
Qatar-3,Qatar-3 b,2017,0,Ground,Transit,Qatar,1,2.5079204,750.99,0.31,1369.8473,12.285,4.31,1.096,4,1.15,1.27,0.78
Qatar-4,Qatar-4 b,2017,0,Ground,Transit,Qatar,1,1.8053564,332.17,0.17,1938.763,12.722,6.1,1.135,5.1,0.9,0.85,2.07
Qatar-5,Qatar-5 b,2017,0,Ground,Transit,Qatar,1,2.8792319,371.39,0.53,1373.0256,12.408,4.32,1.107,3.95,1.13,1.08,1.286
Qatar-7,Qatar-7 b,2019,0,Ground,Transit,Qatar,1,2.032046,725,1.69,597.5204,19.055,1.88,1.7,0.502,1.41,1.56,0.521
Qatar-8,Qatar-8 b,2019,0,Ground,Transit,Qatar,1,3.71495,276.7,8.3,117.91493,14.404,0.371,1.285,0.216,1.03,1.31,0.641
Qatar-9,Qatar-9 b,2019,0,Ground,Transit,Qatar,1,1.540731,211.4,7.5,378.2177,11.31,1.19,1.009,1.43,0.72,0.7,3.015
ROXs 12,ROXs 12 b,2013,0,Ground,Imaging,W. M. Keck Observatory,1,,120,0.008,5085,,16,,,0.87,,
ROXs 42 B,ROXs 42 B b,2013,0,Ground,Imaging,Multiple Observatories,1,,135,0.003,2860,,9,,,1,,
RR Cae,RR Cae b,2012,0,Ground,Eclipse Timing Variations,Leoncito Astronomical Complex,1,4343.5,21.2,,,,4.2,,,0.44,,
Ross 128,Ross 128 b,2017,0,Ground,Radial Velocity,La Silla Observatory,1,9.8658,3.38,5,,,0.0044,,,0.17,0.2,
Ross 458,Ross 458 c,2010,0,Ground,Imaging,Las Campanas Observatory,1,,11.51,,1997.59,13.675,6.28536,1.22,,0.49,0.63,
SR 12 AB,SR 12 AB c,2010,0,Ground,Imaging,Infrared Survey Facility,1,,112.32,,4131.62,,13,,,,,
SWEEPS-11,SWEEPS-11 b,2006,0,Space,Transit,Hubble Space Telescope,1,1.796,8500,,3082.82,12.666,9.7,1.13,,1.1,1.45,
SWEEPS-4,SWEEPS-4 b,2006,0,Space,Transit,Hubble Space Telescope,1,4.2,8500,,1207.7,9.079,3.8,0.81,,1.24,1.18,
TAP 26,TAP 26 b,2017,0,Ground,Radial Velocity,Multiple Facilities,1,10.79,147,0.017,,,1.66,,,1.04,1.17,
TCP J05074264+2447555,TCP J05074264+2447555 b,2018,0,Ground,Microlensing,Multiple Observatories,1,,380,,9.2,,0.02895,,,0.25,,
TOI 172,TOI 172 b,2019,0,Space,Transit,Transiting Exoplanet Survey Satellite (TESS),1,9.47725,336.47,7.4,1722.6386,10.817,5.42,0.965,7.53,1.13,1.78,0.286
TOI 216,TOI 216 b,2019,0,Space,Transit,Transiting Exoplanet Survey Satellite (TESS),2,17.089,178.84,,30,7.69,0.09439,0.686,0.34,0.87,0.84,2.38
TOI 216,TOI 216 c,2019,0,Space,Transit,Transiting Exoplanet Survey Satellite (TESS),2,34.556,178.84,,200,11.29,0.62927,1.007,0.76,0.87,0.84,2.38
TRAPPIST-1,TRAPPIST-1 b,2016,0,Ground,Transit,La Silla Observatory,7,1.51087081,12.1,,0.85,1.086,0.00267,0.097,3.6,0.08,0.12,71.5
TRAPPIST-1,TRAPPIST-1 c,2016,0,Ground,Transit,La Silla Observatory,7,2.4218233,12.1,,1.38,1.056,0.00434,0.094,6.45,0.08,0.12,71.5
TRAPPIST-1,TRAPPIST-1 d,2016,0,Ground,Transit,La Silla Observatory,7,4.04961,12.1,,0.41,0.772,0.00129,0.069,4.9,0.08,0.12,71.5
TRAPPIST-1,TRAPPIST-1 e,2017,0,Multiple Locales,Transit,Multiple Observatories,7,6.099615,12.1,,0.62,0.918,0.00195,0.082,4.4,0.08,0.12,71.5
TRAPPIST-1,TRAPPIST-1 f,2017,0,Multiple Locales,Transit,Multiple Observatories,7,9.20669,12.1,,0.68,1.045,0.00214,0.093,3.3,0.08,0.12,71.5
TRAPPIST-1,TRAPPIST-1 g,2017,0,Multiple Locales,Transit,Multiple Observatories,7,12.35294,12.1,,1.34,1.127,0.00422,0.101,5.2,0.08,0.12,71.5
TRAPPIST-1,TRAPPIST-1 h,2017,0,Multiple Locales,Transit,Multiple Observatories,7,18.767,12.1,,,0.752,,0.067,,0.08,0.12,71.5
TYC 1422-614-1,TYC 1422-614-1 b,2014,0,Ground,Radial Velocity,Multiple Observatories,2,198.4,759,5.89,,,2.5,,,1.15,6.85,
TYC 1422-614-1,TYC 1422-614-1 c,2014,0,Ground,Radial Velocity,Multiple Observatories,2,559.3,759,5.89,,,10,,,1.15,6.85,
TYC 3318-01333-1,TYC 3318-01333-1 b,2018,0,Ground,Radial Velocity,Multiple Observatories,1,562,497.41,,,,3.42,,,1.19,5.9,
TYC 3667-1280-1,TYC 3667-1280-1 b,2016,0,Ground,Radial Velocity,McDonald Observatory,1,26.468,481,1.35,,,5.4,,,1.87,6.26,
TYC 4282-00605-1,TYC 4282-00605-1 b,2017,0,Ground,Radial Velocity,Roque de los Muchachos Observatory,1,101.54,700,10.1,,,10.78,,,0.97,16.21,
TrES-1,TrES-1 b,2004,0,Ground,Transit,TrES,1,3.03007,150,,266.9772,12.666,0.84,1.13,,1.04,0.85,2.37
TrES-2,TrES-2 b,2006,1,Ground,Transit,TrES,1,2.47063,213,,473.5667,15.244,1.49,1.36,,1.36,1.12,1.38
TrES-3,TrES-3 b,2007,0,Ground,Transit,TrES,1,1.30618581,228,,607.03,14.975,1.91,1.336,0.994,0.93,0.83,
TrES-4,TrES-4 b,2007,0,Ground,Transit,TrES,1,3.55395,492,,247.9074,18.046,0.78,1.61,,1.08,1.66,0.33
TrES-5,TrES-5 b,2011,0,Ground,Transit,TrES,1,1.48224686,360,,568.9157,13.384,1.79,1.194,1.31,0.9,0.87,1.945
UKIRT-2017-BLG-001L,UKIRT-2017-BLG-001L b,2018,0,Ground,Microlensing,Mauna Kea Observatory,1,,6300,,406.8224,,1.28,,,0.81,,
USco CTIO 108,USco CTIO 108 b,2008,0,Ground,Imaging,Teide Observatory,1,,144.29,,4449.62,,14,,,0.06,,
UZ For,UZ For b,2011,0,Ground,Eclipse Timing Variations,Multiple Observatories,2,5840,239.6,,2002.2,,6.3,,,0.7,,
UZ For,UZ For c,2011,0,Ground,Eclipse Timing Variations,Multiple Observatories,2,1916.25,239.6,,2447.2,,7.7,,,0.7,,
V0391 Peg,V0391 Peg b,2007,0,Ground,Pulsation Timing Variations,Multiple Observatories,1,1170,1400,10,,,3.2,,,0.5,0.23,
V830 Tau,V830 Tau b,2016,0,Ground,Radial Velocity,Multiple Observatories,1,4.927,150,0.002,222.481,,0.7,,,1,2,
VHS J125601.92-125723.9,VHS J125601.92-125723.9 b,2015,0,Ground,Imaging,Paranal Observatory,1,,12.7,0.225,3559.696,,11.2,,,0.07,,
WASP-1,WASP-1 b,2007,0,Ground,Transit,SuperWASP,1,2.5199454,408,3.4,271.415,16.623,0.854,1.483,0.348,1.24,1.47,0.548
WASP-10,WASP-10 b,2008,0,Ground,Transit,SuperWASP,1,3.0927616,90,,1001.12,12.106,3.15,1.08,4.14,0.75,0.7,
WASP-100,WASP-100 b,2014,0,Ground,Transit,SuperWASP,1,2.84938,368.28,,400.4658,14.908,1.26,1.33,,0.77,1.57,0.28
WASP-101,WASP-101 b,2014,0,Ground,Transit,SuperWASP,1,3.58572,202.39,,162.0933,16.029,0.51,1.43,,1.41,1.31,0.89
WASP-103,WASP-103 b,2014,0,Ground,Transit,SuperWASP,1,0.925542,470,4,473.547,17.127,1.49,1.528,0.55,1.22,1.44,0.583
WASP-104,WASP-104 b,2014,0,Ground,Transit,SuperWASP,1,1.7554137,143,3,404.263,12.745,1.272,1.137,1.074,1.08,0.96,1.7
WASP-105,WASP-105 b,2017,0,Ground,Transit,SuperWASP-South,1,7.87288,252.52,,572.094,10.761,1.8,0.96,2.65,0.89,0.9,1.73
WASP-106,WASP-106 b,2014,0,Ground,Transit,SuperWASP,1,9.28971,283,,514.8846,11.433,1.62,1.02,,0.93,1.31,0.57
WASP-107,WASP-107 b,2017,0,Ground,Transit,SuperWASP-South,1,5.72149,64.86,,38.1396,10.536,0.12,0.94,0.19,0.69,0.66,3.45
WASP-11,WASP-11 b,2008,0,Ground,Transit,SuperWASP,1,3.72247,121.7,,251.0857,12.442,0.79,1.11,,1.42,0.89,2.8
WASP-113,WASP-113 b,2016,0,Ground,Transit,SuperWASP-North,1,4.54216875,360,6.2,150.96925,15.793,0.475,1.409,0.228,1.32,1.61,0.447
WASP-114,WASP-114 b,2016,0,Ground,Transit,SuperWASP-North,1,1.5487743,460,4.3,562.24127,15.009,1.769,1.339,0.97,1.29,1.43,0.619
WASP-117,WASP-117 b,2014,0,Ground,Transit,SuperWASP,1,10.02165,158.69,,95.349,11.882,0.3,1.06,,1.29,1.22,1
WASP-118,WASP-118 b,2016,0,Ground,Transit,SuperWASP,1,4.0460435,380.53,1.17,163.36462,16.141,0.514,1.44,0.233,1.32,1.7,0.382
WASP-119,WASP-119 b,2016,0,Ground,Transit,SuperWASP-South,1,2.49979,333,8,390.9309,15.693,1.23,1.4,0.7,1.02,1.2,0.76
WASP-12,WASP-12 b,2008,0,Ground,Transit,SuperWASP,1,1.09142245,432.48,,416.3573,20.4,1.31,1.82,,1.2,1.59,0.42
WASP-120,WASP-120 b,2016,0,Ground,Transit,SuperWASP,1,3.6112706,437,2.6,1541.4755,16.511,4.85,1.473,2,1.39,1.87,0.299
WASP-121,WASP-121 b,2016,0,Ground,Transit,SuperWASP,1,1.2749255,270,1.5,375.99289,20.905,1.183,1.865,0.243,1.35,1.46,0.616
WASP-123,WASP-123 b,2016,0,Ground,Transit,SuperWASP,1,2.9776412,214,6.9,285.72917,14.773,0.899,1.318,0.521,1.17,1.28,0.773
WASP-124,WASP-124 b,2016,0,Ground,Transit,SuperWASP-South,1,3.37265,433,2.1,190.698,13.899,0.6,1.24,0.43,1.07,1.02,1.39
WASP-126,WASP-126 b,2016,0,Ground,Transit,SuperWASP-South,1,3.2888,234,6.4,88.9924,10.761,0.28,0.96,0.41,1.12,1.27,0.79
WASP-127,WASP-127 b,2016,0,Ground,Transit,SuperWASP,1,4.178062,102,11.41,57.2094,15.356,0.18,1.37,0.09,1.08,1.39,0.569
WASP-129,WASP-129 b,2016,0,Ground,Transit,SuperWASP-South,1,5.748145,246,1,317.83,10.424,1,0.93,1.6,1,0.9,1.94
WASP-13,WASP-13 b,2009,0,Ground,Transit,SuperWASP,1,4.35301,155,,114.4188,13.675,0.36,1.22,,0.72,1.37,0.4
WASP-130,WASP-130 b,2016,0,Ground,Transit,SuperWASP-South,1,11.55098,180,2,390.9309,9.976,1.23,0.89,2.34,1.04,0.96,1.66
WASP-131,WASP-131 b,2016,0,Ground,Transit,SuperWASP-South,1,5.322023,250,4.5,85.8141,13.675,0.27,1.22,0.2,1.06,1.53,0.411
WASP-132,WASP-132 b,2016,0,Ground,Transit,SuperWASP-South,1,7.133521,120,0.5,130.3103,9.752,0.41,0.87,0.84,0.8,0.74,2.82
WASP-133,WASP-133 b,2016,0,Ground,Transit,SuperWASP-South,1,2.176423,547,6.8,368.6828,13.563,1.16,1.21,0.88,1.16,1.44,0.55
WASP-135,WASP-135 b,2015,0,Ground,Transit,SuperWASP,1,1.4013794,300,0.6,603.877,14.572,1.9,1.3,1.16,0.98,0.96,1.58
WASP-136,WASP-136 b,2016,0,Ground,Transit,SuperWASP,1,5.215357,164,3.62,479.9233,15.468,1.51,1.38,0.773,1.41,2.21,0.186
WASP-138,WASP-138 b,2016,0,Ground,Transit,SuperWASP,1,3.634433,308,3.44,387.7526,12.218,1.22,1.09,1.2,1.22,1.36,0.687
WASP-139,WASP-139 b,2016,0,Ground,Transit,SuperWASP-South,1,5.924262,230,0.5,37.18611,8.967,0.117,0.8,0.31,0.92,0.8,2.5
WASP-14,WASP-14 b,2008,0,Ground,Transit,SuperWASP,1,2.24375,160,,2809.6172,15.468,8.84,1.38,,1.62,1.4,0.83
WASP-140,WASP-140 b,2016,0,Ground,Transit,SuperWASP-South,1,2.2359835,180,0.5,775.5052,16.141,2.44,1.44,1.1,0.9,0.87,1.94
WASP-141,WASP-141 b,2016,0,Ground,Transit,SuperWASP-South,1,3.310651,570,5,854.9627,13.563,2.69,1.21,1.98,1.25,1.37,0.69
WASP-142,WASP-142 b,2016,0,Ground,Transit,SuperWASP-South,1,2.052868,840,2,266.9772,17.15,0.84,1.53,0.31,1.33,1.64,0.42
WASP-144,WASP-144 b,2018,0,Ground,Transit,SuperWASP-South,1,2.2783152,358.72,8.71,139.8452,9.528,0.44,0.85,0.95,0.81,0.81,2.17
WASP-145 A,WASP-145 A b,2018,0,Ground,Transit,SuperWASP-South,1,1.7690381,91.54,6.99,282.8687,10.088,0.89,0.9,1.6,0.76,0.68,3.36
WASP-147,WASP-147 b,2018,0,Ground,Transit,SuperWASP-South,1,4.60273,426,8.47,87.40325,12.498,0.275,1.115,0.263,1.04,1.43,0.509
WASP-15,WASP-15 b,2009,0,Ground,Transit,SuperWASP,1,3.7521,284.35,,171.6282,15.805,0.54,1.41,,1.18,1.48,0.52
WASP-151,WASP-151 b,2017,0,Ground,Transit,SuperWASP-South,1,4.533471,458.91,5.1,98.5273,12.666,0.31,1.13,0.29,1.08,1.14,1.02
WASP-153,WASP-153 b,2017,0,Ground,Transit,SuperWASP,1,3.332609,430,4,123.9537,17.374,0.39,1.55,0.15,1.34,1.73,0.37
WASP-156,WASP-156 b,2017,0,Ground,Transit,SuperWASP,1,3.836169,140,6.4,40.68224,5.717,0.128,0.51,1.3,0.84,0.76,2.68
WASP-157,WASP-157 b,2016,0,Ground,Transit,SuperWASP,1,3.951623,337.71,,,11.19,,0.998,,1.06,1.1,1.4
WASP-158,WASP-158 b,2018,0,Ground,Transit,SuperWASP-South,1,3.656333,532.92,1.93,886.7457,11.994,2.79,1.07,3.1,1.38,1.39,0.75
WASP-159,WASP-159 b,2018,0,Ground,Transit,SuperWASP-South,1,3.840401,730.5,3.4,174.8065,15.468,0.55,1.38,0.28,1.41,2.11,0.21
WASP-16,WASP-16 b,2009,0,Ground,Transit,SuperWASP,1,3.1186,195.2,,394.1092,13.675,1.24,1.22,,1.78,1.14,1.68
WASP-160 B,WASP-160 B b,2018,0,Ground,Transit,SuperWASP-South,1,3.7684952,284,9.75,88.35674,12.218,0.278,1.09,0.284,0.87,0.87,1.89
WASP-161,WASP-161 b,2018,0,Ground,Transit,SuperWASP-South,1,5.4060425,346.46,,791.3967,12.812,2.49,1.143,2.2,1.39,1.71,0.398
WASP-162,WASP-162 b,2018,0,Ground,Transit,SuperWASP-South,1,9.62468,313.6,12.97,1652.716,11.209,5.2,1,6.9,0.95,1.11,1
WASP-163,WASP-163 b,2018,0,Ground,Transit,SuperWASP-South,1,1.6096884,263.29,,594.3421,13.473,1.87,1.202,1.42,0.97,1.01,1.3
WASP-164,WASP-164 b,2018,0,Ground,Transit,SuperWASP-South,1,1.7771255,322,4.08,676.9779,12.644,2.13,1.128,1.96,0.95,0.93,1.642
WASP-165,WASP-165 b,2018,0,Ground,Transit,SuperWASP-South,1,3.465509,583,4.77,209.13214,14.123,0.658,1.26,0.44,1.25,1.75,0.328
WASP-167,WASP-167 b,2017,0,Ground,Transit,Multiple Observatories,1,2.0219596,381,1.29,2542.64,17.71,8,1.58,,1.59,1.79,0.39
WASP-168,WASP-168 b,2018,0,Ground,Transit,SuperWASP-South,1,4.153658,306.63,3.96,133.4886,16.814,0.42,1.5,0.16,1.08,1.12,1.1
WASP-17,WASP-17 b,2009,0,Ground,Transit,SuperWASP,1,3.73543,400,,247.9074,20.961,0.78,1.87,,2.28,1.49,0.98
WASP-170,WASP-170 b,2018,0,Ground,Transit,SuperWASP-South,1,2.34478022,308.27,,508.528,12.285,1.6,1.096,1.6,0.93,0.94,1.58
WASP-172,WASP-172 b,2018,0,Ground,Transit,SuperWASP-South,1,5.477433,546.02,1.79,149.3801,17.598,0.47,1.57,0.16,1.49,1.91,0.3
WASP-173 A,WASP-173 A b,2018,0,Ground,Transit,SuperWASP-South,1,1.38665318,234.54,6.78,1172.7927,13.451,3.69,1.2,2.84,1.05,1.11,1.1
WASP-174,WASP-174 b,2018,0,Ground,Transit,SuperWASP-South,1,4.2337,414.69,1.65,413.179,14.572,1.3,1.3,,1.3,1.31,0.8
WASP-177,WASP-177 b,2019,0,Ground,Transit,SuperWASP,1,3.071722,178,9.7,161.45764,17.71,0.508,1.58,0.172,0.88,0.89,1.78
WASP-18,WASP-18 b,2009,0,Ground,Transit,SuperWASP,1,0.94145,123.92,,3635.9752,13.451,11.44,1.2,,1.46,1.29,0.97
WASP-181,WASP-181 b,2019,0,Ground,Transit,SuperWASP,1,4.5195064,443,2.5,95.03117,13.271,0.299,1.184,0.237,1.04,0.96,1.64
WASP-183,WASP-183 b,2019,0,Ground,Transit,SuperWASP,1,4.1117771,328,14.9,159.55066,16.477,0.502,1.47,0.21,0.78,0.87,1.68
WASP-19,WASP-19 b,2009,0,Ground,Transit,SuperWASP,1,0.78883899,250,,339.76027,15.603,1.069,1.392,0.492,0.9,1,
WASP-190,WASP-190 b,2019,0,Ground,Transit,WASP-South,1,5.367753,550.76,,317.83,12.89,1,1.15,,1.35,1.6,0.48
WASP-2,WASP-2 b,2007,0,Ground,Transit,SuperWASP,1,2.152226,166,5.6,290.802,12.005,0.915,1.071,0.92,0.89,0.84,2.05
WASP-20,WASP-20 b,2015,0,Ground,Transit,SuperWASP,1,4.8996284,210,7,98.841,16.388,0.311,1.462,0.132,1.2,1.39,0.63
WASP-21,WASP-21 b,2010,0,Ground,Transit,SuperWASP,1,4.322482,242,12,95.345,11.99,0.3,1.07,0.32,0.89,1.14,0.855
WASP-22,WASP-22 b,2010,0,Ground,Transit,SuperWASP,1,3.53269,300,,212.9461,13.787,0.67,1.23,,1.46,1.24,1.08
WASP-23,WASP-23 b,2010,0,Ground,Transit,SuperWASP,1,2.9444256,208.74,,280.95,10.783,0.884,0.962,,0.78,0.77,
WASP-24,WASP-24 b,2010,0,Ground,Transit,SuperWASP,1,2.34121,325.05,,394.1092,15.468,1.24,1.38,,1.43,1.42,0.71
WASP-25,WASP-25 b,2010,0,Ground,Transit,SuperWASP,1,3.76483,212.7,,139.8452,11.994,0.44,1.07,,0.67,0.8,1.82
WASP-26,WASP-26 b,2010,0,Ground,Transit,SuperWASP,1,2.7566,250,,270.1555,13.563,0.85,1.21,,0.86,1.22,0.66
WASP-28,WASP-28 b,2014,0,Ground,Transit,SuperWASP,1,3.40883,410,5,288.26,13.597,0.907,1.213,0.676,1.02,1.09,1.104
WASP-29,WASP-29 b,2010,0,Ground,Transit,SuperWASP,1,3.92273,70,,73.1009,8.631,0.23,0.77,,0.77,0.79,2.22
WASP-3,WASP-3 b,2007,0,Ground,Transit,SuperWASP,1,1.84683,220,,772.3269,15.917,2.43,1.42,,1.62,1.44,0.77
WASP-31,WASP-31 b,2010,0,Ground,Transit,SuperWASP,1,3.4059096,360,,151.916,17.363,0.478,1.549,0.172,1.16,1.25,
WASP-32,WASP-32 b,2010,0,Ground,Transit,SuperWASP,1,2.71866,278.17,,835.8929,10.761,2.63,0.96,,0.72,0.95,1.18
WASP-33,WASP-33 b,2010,0,Ground,Transit,SuperWASP,1,1.21986983,122.36,,371.8611,17.934,1.17,1.6,,1.85,1.55,0.7
WASP-34,WASP-34 b,2010,0,Ground,Transit,SuperWASP,1,4.31768,120,,177.9848,11.209,0.56,1,,0.96,0.91,1.78
WASP-35,WASP-35 b,2011,0,Ground,Transit,SuperWASP,1,3.16158,203.39,,225.6593,14.572,0.71,1.3,,1.05,1.08,1.17
WASP-36,WASP-36 b,2011,0,Ground,Transit,SuperWASP,1,1.53736596,450,1.4,750.39663,14.874,2.361,1.327,1.26,1.08,0.98,1.595
WASP-37,WASP-37 b,2010,0,Ground,Transit,SuperWASP,1,3.577469,343,,572.07,13.002,1.8,1.16,1.53,0.93,1,
WASP-38,WASP-38 b,2010,0,Ground,Transit,SuperWASP,1,6.87188,110,,1093.3352,13.787,3.44,1.23,,1.76,1.52,0.71
WASP-39,WASP-39 b,2011,0,Ground,Transit,SuperWASP,1,4.055259,230,,88.989,14.235,0.28,1.27,0.186,0.93,0.9,
WASP-4,WASP-4 b,2007,0,Ground,Transit,SuperWASP,1,1.33823,300,,375.0394,14.908,1.18,1.33,,0.87,0.9,1.69
WASP-41,WASP-41 b,2012,0,Ground,Transit,SuperWASP,2,3.0524,180,,270.1555,12.33,0.85,1.1,,0.81,0.83,2.01
WASP-41,WASP-41 c,2015,0,Ground,Radial Velocity,La Silla Observatory,2,421,180,,,,3.18,,,0.81,0.83,2.01
WASP-42,WASP-42 b,2012,0,Ground,Transit,SuperWASP,1,4.9816819,160,4.4,167.49641,12.576,0.527,1.122,0.464,0.95,0.89,1.885
WASP-43,WASP-43 b,2011,0,Ground,Transit,SuperWASP,1,0.813475,80,,565.714,10.424,1.78,0.93,2.939,0.58,0.6,
WASP-44,WASP-44 b,2011,0,Ground,Transit,SuperWASP,1,2.4238039,368.31,,282.539,12.778,0.889,1.14,0.811,0.95,0.93,
WASP-45,WASP-45 b,2011,0,Ground,Transit,SuperWASP,1,3.12609,212.48,,330.5432,12.778,1.04,1.14,,0.95,0.96,1.53
WASP-46,WASP-46 b,2011,0,Ground,Transit,SuperWASP,1,1.43036763,379.36,9.6,607.0553,13.159,1.91,1.174,1.467,0.83,0.86,1.845
WASP-47,WASP-47 b,2012,0,Ground,Transit,SuperWASP,4,4.1591289,200,,363.1,12.63,1.14243,1.127,0.993,1.04,1.14,0.999
WASP-47,WASP-47 c,2015,0,Ground,Radial Velocity,La Silla Observatory,4,588.5,200,,,,1.25287,,,1.04,1.14,0.999
WASP-47,WASP-47 d,2015,0,Space,Transit,K2,4,9.03077,200,,13.1,3.576,0.04122,0.319,1.58,1.04,1.14,0.999
WASP-47,WASP-47 e,2015,0,Space,Transit,K2,4,0.789592,200,,6.83,1.81,0.02149,0.161,6.35,1.04,1.14,0.999
WASP-48,WASP-48 b,2011,0,Ground,Transit,SuperWASP,1,2.14363,460.14,,254.264,16.814,0.8,1.5,,0.88,1.58,0.32
WASP-49,WASP-49 b,2012,0,Ground,Transit,SuperWASP,1,2.78174,170,,117.5971,12.442,0.37,1.11,,0.92,0.97,1.43
WASP-5,WASP-5 b,2008,0,Ground,Transit,SuperWASP,1,1.6284279,300,5.4,502.15,12.184,1.58,1.087,1.64,0.96,1.03,1.24
WASP-50,WASP-50 b,2011,0,Ground,Transit,SuperWASP,1,1.9551,230,,524.4195,13.675,1.65,1.22,,1.06,0.89,2.12
WASP-52,WASP-52 b,2012,0,Ground,Transit,SuperWASP,1,1.7497798,140,0.4,146.2,14.24,0.46,1.27,0.29,0.87,0.79,2.48
WASP-53,WASP-53 b,2017,0,Ground,Transit,Multiple Facilities,2,3.3098443,202.51,,677.61356,12.038,2.132,1.074,2.28,0.84,0.8,2.323
WASP-53,WASP-53 c,2017,0,Ground,Transit,Multiple Facilities,2,2840,202.51,,,,16.35,,,0.84,0.8,2.323
WASP-54,WASP-54 b,2012,0,Ground,Transit,SuperWASP,1,3.69364,200,,187.5197,17.71,0.59,1.58,,1.08,1.76,0.28
WASP-55,WASP-55 b,2012,0,Ground,Transit,SuperWASP,1,4.46563,330,,193.8763,14.908,0.61,1.33,,1.11,1.09,1.2
WASP-56,WASP-56 b,2012,0,Ground,Transit,SuperWASP,1,4.6171,255,,143.0235,10.536,0.45,0.94,,0.71,0.96,1.14
WASP-57,WASP-57 b,2012,0,Ground,Transit,SuperWASP,1,2.83891856,455,,204.68252,11.769,0.644,1.05,0.693,0.89,0.93,1.568
WASP-58,WASP-58 b,2012,0,Ground,Transit,SuperWASP,1,5.01718,300,,308.2951,16.029,0.97,1.43,,1.06,1.22,0.83
WASP-59,WASP-59 b,2012,0,Ground,Transit,SuperWASP,1,7.919585,125,0.5,274.276,8.687,0.863,0.775,2.4,0.72,0.61,4.38
WASP-6,WASP-6 b,2009,0,Ground,Transit,SuperWASP,1,3.36101,198.23,,117.5971,11.545,0.37,1.03,,0.55,0.73,2.01
WASP-60,WASP-60 b,2012,0,Ground,Transit,SuperWASP,1,4.305,400,,174.8065,9.864,0.55,0.88,,1.19,1.17,1.03
WASP-61,WASP-61 b,2012,0,Ground,Transit,SuperWASP,1,3.8559,480,,851.7844,15.805,2.68,1.41,,1.82,1.55,0.69
WASP-62,WASP-62 b,2012,0,Ground,Transit,SuperWASP,1,4.41195,160,,165.2716,14.796,0.52,1.32,,1.11,1.23,0.85
